Idade,Genero,Nivel Ensino,Area Formacao,Setor,Nivel,Faixa Salarial,Anos experiencia,Faixa Salarial – numero,Data ultimo aumento
28,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,13/11/23
26,Masculino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,25/05/23
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,27/02/22
30,Feminino,Pós-graduação,Outras Engenharias,Setor Alimentício,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,29/05/21
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,18/04/21
44,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Serviços,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,05/05/23
30,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Alimentício,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,22/12/22
30,Masculino,Mestrado,Outras Engenharias,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,07/07/22
31,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Alimentício,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,4000,19/08/22
27,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Alimentício,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,15/04/21
40,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,04/07/21
31,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,07/12/22
32,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,01/08/22
29,Masculino,Não tenho graduação formal,,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,31/03/23
41,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Gestor,de R$ 1.001/mês a R$ 2.000/mês,de 4 a 5 anos,2000,02/11/23
43,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,22/11/23
30,Masculino,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,25/05/23
36,Masculino,Pós-graduação,Outras Engenharias,Setor Automotivo,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,11/07/21
27,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,26/09/21
35,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,04/01/21
27,Feminino,Mestrado,Outras Engenharias,Indústria,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,02/05/21
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,01/04/21
46,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,03/01/23
29,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,08/01/21
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,12/03/21
31,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,21/06/23
27,Feminino,Mestrado,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,30/03/21
41,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,18/07/21
36,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,06/07/22
23,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Imobiliário,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,30/09/23
36,Masculino,Pós-graduação,Outras Engenharias,Indústria,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,23/01/22
33,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,26/06/23
24,Feminino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Agronegócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,20/12/21
27,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,14/02/23
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Indústria,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,05/10/22
28,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Setor Público,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,10/07/21
24,Masculino,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,05/08/23
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Agronegócios,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,14/04/21
31,Masculino,Mestrado,Outras Engenharias,Telecomunicação,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,23/11/23
36,Masculino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,29/12/21
27,Masculino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Varejo,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,04/02/23
35,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 2 a 3 anos,40000,26/01/22
34,Feminino,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Área da Saúde,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,04/01/23
36,Feminino,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Educação,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,25/08/21
29,Masculino,Mestrado,Outras Engenharias,Internet/Ecommerce,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,22/10/22
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,01/05/23
25,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,05/11/22
26,Masculino,Pós-graduação,Ciências Sociais,Setor Público,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,08/10/22
43,Masculino,Doutorado ou Phd,Outras Engenharias,Educação,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,20000,07/02/21
45,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,03/05/23
34,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,08/02/22
28,Feminino,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Finanças ou Bancos,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,16/10/23
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Gestor,Menos de R$ 1.000/mês,de 4 a 5 anos,1000,29/09/23
30,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,27/06/23
25,Masculino,Graduação/Bacharelado,Ciências Sociais,Setor Público,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,31/07/23
37,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,6000,20/01/22
31,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,08/05/21
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,30/09/23
51,Masculino,Mestrado,Ciências Sociais,Energia,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,28/09/22
36,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Energia,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,13/02/22
30,Feminino,Mestrado,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,26/05/21
28,Masculino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Varejo,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,23/12/21
25,Masculino,Graduação/Bacharelado,Outras Engenharias,Consultoria,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,05/07/21
51,Masculino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Setor Público,Pleno,de R$ 20.001/mês a R$ 25.000/mês,de 2 a 3 anos,25000,03/01/23
28,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,04/11/23
31,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,03/08/22
32,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,27/10/23
33,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,03/12/22
27,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,28/02/21
33,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Construção Civil,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,3000,04/03/22
38,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Marketing,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,24/04/23
39,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Telecomunicação,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,07/06/21
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,24/10/22
36,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,23/08/21
25,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,27/04/23
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,17/12/21
24,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,11/05/23
31,Feminino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,23/09/21
38,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Entretenimento ou Esportes,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,27/06/23
36,Feminino,Graduação/Bacharelado,Outras Engenharias,Outro,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,04/05/22
24,Feminino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,09/05/21
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,24/05/22
30,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Setor Alimentício,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,4000,14/06/21
25,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,12/08/21
25,Masculino,Estudante de Graduação,Outras Engenharias,Consultoria,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,04/08/23
34,Masculino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,07/11/23
26,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,16/06/23
29,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,20000,22/10/23
33,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,03/10/21
28,Feminino,Pós-graduação,Outras Engenharias,Área da Saúde,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,30/01/21
30,Feminino,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Educação,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,11/01/22
51,Feminino,Doutorado ou Phd,Química / Física,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,01/08/21
25,Feminino,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Marketing,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,18/12/22
31,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,20000,19/02/21
30,Feminino,Pós-graduação,Outras Engenharias,Varejo,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,06/09/22
29,Feminino,Mestrado,Outras,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,07/12/22
38,Feminino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Construção Civil,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,25/04/21
34,Feminino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,23/03/22
25,Feminino,Graduação/Bacharelado,Ciências Sociais,Outro,Gestor,Menos de R$ 1.000/mês,de 1 a 2 anos,1000,05/06/23
28,Feminino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,18/09/22
29,Feminino,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,16/09/22
32,Feminino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,28/10/21
29,Feminino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,06/03/22
24,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,08/09/21
29,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,4000,16/10/23
30,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,05/04/21
25,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,30/12/22
24,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,01/01/21
25,Feminino,Pós-graduação,Outras,Varejo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,22/06/21
21,Feminino,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,15/04/22
35,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Gestor,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,08/05/21
44,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Telecomunicação,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,04/01/22
26,Feminino,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,08/01/23
28,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Público,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,08/08/22
29,Feminino,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Imobiliário,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,05/07/21
30,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,09/12/21
24,Feminino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,16/03/22
42,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Área da Saúde,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,19/02/21
26,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,06/07/23
43,Feminino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,20/12/21
28,Feminino,Pós-graduação,Química / Física,Área da Saúde,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,14/12/21
26,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,09/06/22
27,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Agronegócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,26/12/23
28,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,17/03/22
22,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,19/12/22
26,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,29/05/22
27,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,04/01/23
30,Feminino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,22/07/22
25,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,28/05/21
20,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,1000,24/11/22
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Marketing,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,18/01/23
29,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,05/07/21
30,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,28/05/22
40,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,05/06/21
32,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,30/07/22
49,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,21/01/22
32,Masculino,Graduação/Bacharelado,Ciências Sociais,Outro,Sênior,de R$ 2.001/mês a R$ 3000/mês,de 4 a 5 anos,3000,07/08/22
30,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,14/06/22
34,Masculino,Doutorado ou Phd,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,20000,31/08/21
29,Masculino,Estudante de Graduação,Outras Engenharias,Indústria,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,11/06/23
36,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,18/08/23
39,Feminino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,10/10/22
41,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,25000,11/08/22
28,Feminino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,22/06/21
24,Masculino,Não tenho graduação formal,,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,14/07/21
31,Feminino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,15/06/21
44,Masculino,Graduação/Bacharelado,Outras Engenharias,Indústria,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,04/07/22
27,Feminino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,21/05/22
